Record ID,Offender Number,Prison Start Date,Prison Admission Type,Intake Supervising Institution,Supervision Status,Sex,Race & Ethnicity,Education Category,Education,Age,Offense Code,Offense Classification,Offense Description,Offense Type,Offense Subtype,Months Served,Report Date
6480,18955205,12/27/2019,Return No New Sentence,Newton Correctional Facility,Parole,Male,White,HS Diploma or Equivelent,High School Diploma,54,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,24,12/13/2021
6481,213827,02/19/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,58,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,21,12/13/2021
6482,20614901,10/28/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,28,708.2A(4),D Felony,"Domestic Abuse Assault-3rd or Subsequent Offense, 85%",Violent,Assault,25,12/13/2021
6483,20299325,11/23/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,American Indian or Alaska Native,No HS Diploma,Tenth,35,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,1,12/13/2021
6484,20240702,03/23/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Tenth,45,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,9,12/13/2021
6485,18928817,07/30/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,39,713.6A(2),Aggravated Misdemeanor,Burglary 3rd Degree - Motor Vehicle,Property,Burglary,4,12/13/2021
6486,3157070,01/11/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,51,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,35,12/13/2021
6487,20008970,04/29/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Tenth,19,724.26(1),D Felony,Dominion/Control of Firearm/Offensive Weapon by Felon,Public Order,Weapons,7,12/13/2021
6488,20143586,07/14/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,26,124.401(1)(c)(2)(b),C Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine LT 500gm",Drug,Trafficking,5,12/13/2021
6489,19946978,04/12/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,21,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,8,12/13/2021
6490,18345239,09/28/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,34,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,2,12/13/2021
6491,18624980,11/22/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,HiSET/GED,40,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,1,12/13/2021
6492,3369080,03/11/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,43,908.5(2)A,Aggravated Misdemeanor,SPECIAL SENTENCE REVOCATION - 1ST OFFENSE,Other,Other Criminal,9,12/13/2021
6493,20081486,02/22/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Unknown,66,709.8(2),C Felony,Lascivious Acts With Child-Life Special Sentence,Violent,Sex,10,12/13/2021
6494,18060980,08/30/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,38,714.2(3),Aggravated Misdemeanor,THEFT 3RD DEGREE,Property,Theft,3,12/13/2021
6495,19922198,11/06/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,39,709.8(1)(a),C Felony,"Lascivious Acts with a Child-Fond/Touch Child, 1st Off-Life Special Sentence",Violent,Sex,13,12/13/2021
6496,3121826,05/29/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,No Diploma/No Certificate,56,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,18,12/13/2021
6497,18040835,08/18/2020,Return No New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,High School Diploma,40,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,16,12/13/2021
6498,18584060,03/26/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,31,709.4,C Felony,Sex Abuse 3rd Degree-Life Special Sentence,Violent,Sex,9,12/13/2021
6499,18560501,12/30/2020,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,34,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,11,12/13/2021
6500,20683889,04/03/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Tenth,35,708.4(2),D Felony,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault,20,12/13/2021
6501,20338067,11/08/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,HiSET/GED,26,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,49,12/13/2021
6502,18034241,07/08/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eighth,36,321.279(3)(b),C Felony,Eluding-Speed in Excess of 25 mph Over Limit-Participating in Felony,Public Order,Traffic,5,12/13/2021
6503,20126768,08/04/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,35,724.26(1),D Felony,Dominion/Control of Firearm/Offensive Weapon by Felon,Public Order,Weapons,4,12/13/2021
6504,19743758,09/10/2020,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,No HS Diploma,Eleventh,21,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,15,12/13/2021
6505,18663455,09/22/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,American Indian or Alaska Native,HS Diploma or Equivelent,High School Diploma,19,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,3,12/13/2021
6506,18740354,04/16/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,32,708.4(2),D Felony,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault,8,12/13/2021
6507,19653824,12/22/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Ninth,19,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,12,12/13/2021
6508,2733470,06/12/1978,New Admit New Sentence,Iowa State Penitentiary,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,71,706.3,A Felony,KIDNAPPING,Violent,Kidnap,521,12/13/2021
6509,3290519,09/11/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Seventh,46,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,15,12/13/2021
6510,19561055,12/18/2015,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,HiSET/GED,40,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,72,12/13/2021
6511,19600820,04/12/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,31,124.401(1)(b)(5),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-LSD LT 10gm",Drug,Trafficking,32,12/13/2021
6512,18404615,05/11/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,39,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,43,12/13/2021
6513,3262757,05/13/2010,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,45,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,139,12/13/2021
6514,20686241,01/15/2015,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,American Indian or Alaska Native,HS Diploma or Equivelent,High School Diploma,40,709.4,C Felony,Sex Abuse 3rd Degree-Life Special Sentence,Violent,Sex,83,12/13/2021
6515,20550437,05/25/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,38,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,55,12/13/2021
6516,3330521,12/23/2005,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,44,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,191,12/13/2021
6517,616814,02/04/1981,New Admit New Sentence,Iowa State Penitentiary,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,61,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,489,12/13/2021
6518,18488003,07/24/2019,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,46,124.401(1)(b)(2)(b),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine more than 100 gm and less than 500 gms.",Drug,Trafficking,29,12/13/2021
6519,18900812,05/27/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,39,709.8(1)(a),C Felony,"Lascivious Acts with a Child-Fond/Touch Child, 1st Off-Life Special Sentence",Violent,Sex,19,12/13/2021
6520,20766731,09/08/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,Post-Secondary,Associate's Degree,38,725.3,D Felony,PANDERING,Public Order,Prostitution/Pimping,3,12/13/2021
6521,20561348,04/27/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,44,709.4(1)(a),C Felony,"Sex Abuse 3rd-By Force, 1st Off-Life Special Sentence",Violent,Sex,8,12/13/2021
6522,18731750,04/02/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,36,692A.111,C Felony,Sex Offender Registration Violation - 2nd offense or subsequent,Public Order,Other Public Order,8,12/13/2021
6523,19653695,10/21/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,31,908.5(2)B,D Felony,SPECIAL SENTENCE REVOCATION - 2ND/SUB.,Other,Other Criminal,2,12/13/2021
6524,20441429,01/09/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,22,708.6,C Felony,Intimidation with Dangerous Weapon-Intent (Non-Forcible),Violent,Assault,23,12/13/2021
6525,3275762,08/10/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,63,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,4,12/13/2021
6526,20521133,02/06/2014,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,70,709.3,B Felony,SEXUAL ABUSE - 2ND DEGREE - 85%,Violent,Sex,94,12/13/2021
6527,20955428,06/29/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,30,724.26(1),D Felony,Dominion/Control of Firearm/Offensive Weapon by Felon,Public Order,Weapons,5,12/13/2021
6528,2422184,03/19/1990,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,53,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,380,12/13/2021
6529,19983455,11/16/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,24,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,37,12/13/2021
6530,20820056,12/04/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,HiSET/GED,38,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,12,12/13/2021
6531,20795525,08/13/2010,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,34,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,136,12/13/2021
6532,3236891,01/22/2020,Return No New Sentence,Iowa Medical & Classification Center,Special Sentence,Male,White,HS Diploma or Equivelent,HiSET/GED,46,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex,23,12/13/2021
6533,20944373,01/24/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,34,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,35,12/13/2021
6534,3314960,01/07/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,43,708.11(3)(b)(1),D Felony,Stalking - Violation of Protective Order,Violent,Assault,11,12/13/2021
6535,19701800,06/19/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,36,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,18,12/13/2021
6536,18484100,02/23/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,34,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,10,12/13/2021
6537,3034235,11/23/2015,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,53,903B.1(3),Other Felony,LIFETIME COMMITMENT TO DOC,Violent,Sex,73,12/13/2021
6538,3305123,04/08/2010,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,53,709.11(2),D Felony,Asslt. to Commit Sex Abuse/Bodily Inj.-10 Yr Special Sentence,Violent,Sex,140,12/13/2021
6539,20192969,01/31/2020,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,No HS Diploma,Eleventh,39,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,22,12/13/2021
6540,18347942,09/09/2020,Other,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,31,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,15,12/13/2021
6541,18230891,09/02/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,23,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,3,12/13/2021
6542,18450689,06/24/2009,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,45,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,149,12/13/2021
6543,18351197,06/04/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Tenth,41,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,6,12/13/2021
6544,620873,02/04/2012,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,61,710.2,A Felony,KIDNAPPING 1ST DEGREE,Violent,Kidnap,118,12/13/2021
6545,20241236,04/07/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,36,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,20,12/13/2021
6546,18090068,08/10/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,44,692A.111-A,Aggravated Misdemeanor,Sex Offender - Registration Violation - 1st offense,Public Order,Other Public Order,4,12/13/2021
6547,19172519,07/29/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,22,716.4,D Felony,CRIMINAL MISCHIEF 2ND DEGREE,Property,Vandalism,16,12/13/2021
6548,222758,08/19/2004,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,53,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,207,12/13/2021
6549,18821372,09/04/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,36,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,15,12/13/2021
6550,3368714,05/26/2005,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,Post-Secondary,Bachelor's Degree,59,709.3,B Felony,"SEXUAL ABUSE, 2ND DEGREE, 85%",Violent,Sex,198,12/13/2021
6551,3145277,01/04/2007,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,59,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,179,12/13/2021
6552,18460901,08/31/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,23,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,3,12/13/2021
6553,20041259,05/12/2009,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,36,707.3,B Felony,"MURDER - 2ND DEGREE,  85%",Violent,Murder/Manslaughter,151,12/13/2021
6554,243392,05/27/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,68,712.2,B Felony,ARSON 1ST DEGREE,Property,Arson,7,12/13/2021
6555,179522,06/22/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,52,321.279(3)(a),D Felony,"ELUDING-Speed in Excess of 25 mph Over Limit, Plus Participating in a Felony",Public Order,Traffic,6,12/13/2021
6556,20982437,08/17/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,41,709.4(1)(b)(2),C Felony,Sex Abuse 3rd-Child Victim Age 12/13-Life Special Sentence,Violent,Sex,52,12/13/2021
6557,18022574,10/29/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,38,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,1,12/13/2021
6558,18339704,08/10/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Asian or Pacific Islander,HS Diploma or Equivelent,High School Diploma,23,908.5(2)A,Aggravated Misdemeanor,SPECIAL SENTENCE REVOCATION - 1ST OFFENSE,Other,Other Criminal,16,12/13/2021
6559,18822314,07/16/2014,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,56,709.3,B Felony,SEXUAL ABUSE - 2ND DEGREE - 85%,Violent,Sex,89,12/13/2021
6560,20894708,01/14/2014,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,28,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,95,12/13/2021
